"","date","artist","track","album"
"6896",2019-12-23 17:14:28,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"6897",2019-12-23 16:48:16,"Dimmu Borgir","Sorgens kammer - Del II","Stormblast 2005"
"6898",2019-12-23 16:44:25,"Soilwork","Helsinki","Death Resonance"
"6899",2019-12-23 16:39:30,"Dark Tranquillity","The Grandest Accusation","We are the Void"
"6900",2019-12-22 20:11:26,"Sabaton","Bismarck","Bismarck"
"6901",2019-12-22 20:05:44,"Eternal Tears of Sorrow","The River Flows Frozen","A Virgin and a Whore"
"6902",2019-12-22 15:00:07,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"6903",2019-12-21 22:35:44,"Dark Tranquillity","Force of Hand","Atoma"
"6904",2019-12-21 22:31:02,"Dark Tranquillity","Lethe","The Gallery"
"6905",2019-12-21 22:25:11,"Dark Tranquillity","The Mundane and the Magic","Fiction"
"6906",2019-12-21 22:19:13,"Dark Tranquillity","ThereIn","Projector"
"6907",2019-12-21 22:12:19,"Dark Tranquillity","Lost to Apathy","Character"
"6908",2019-12-21 22:08:09,"Dark Tranquillity","Misery's Crown","Fiction"
"6909",2019-12-21 22:00:59,"Pale Divine","Spinning Wheel","Pale Divine"
"6910",2019-12-21 21:56:30,"Cattle Decapitation","The Geocide","Death Atlas"
"6911",2019-12-21 21:56:30,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"6912",2019-12-21 21:52:47,"Cattle Decapitation","The Geocide","Death Atlas"
"6913",2019-12-21 21:49:07,"Killer Be Killed","Wings of Feather And Wax","Killer Be Killed"
"6914",2019-12-21 21:44:09,"Iron Maiden","Wasted Years - 2015 Remaster","Somewhere In Time (2015 Remaster)"
"6915",2019-12-21 18:24:24,"Iron Maiden","Wasted Years - 2015 Remaster","Somewhere In Time (2015 Remaster)"
"6916",2019-12-21 18:24:13,"WORMWITCH","Disciple of the Serpent Star","Heaven That Dwells Within"
"6917",2019-12-21 18:19:12,"WORMWITCH","Disciple of the Serpent Star","Heaven That Dwells Within"
"6918",2019-12-21 18:08:50,"Persefone","Inner Fullness","Spiritual Migration"
"6919",2019-12-21 18:00:23,"Children of Bodom","Morrigan","I Worship Chaos"
"6920",2019-12-21 17:54:30,"Tool","Sober","Undertow"
"6921",2019-12-21 17:50:29,"The Faceless","Autotheist Movement I: Create","Autotheism"
"6922",2019-12-21 17:48:28,"The Faceless","Autotheist Movement I: Create","Autotheism"
"6923",2019-12-21 17:40:56,"Opeth","Death Whispered a Lullaby","Damnation"
"6924",2019-12-21 17:35:09,"Opeth","In My Time of Need","Damnation"
"6925",2019-12-21 17:27:26,"Opeth","Windowpane","Damnation"
"6926",2019-12-21 17:24:22,"Tool","Hush","Opiate"
"6927",2019-12-21 17:18:23,"Shylmagoghnar","Emergence","Emergence"
"6928",2019-12-21 17:09:34,"Shylmagoghnar","I Am the Abyss","Emergence"
"6929",2019-12-21 17:05:00,"Septicflesh","Anubis","Communion"
"6930",2019-12-21 16:58:26,"Shylmagoghnar","Emergence","Emergence"
"6931",2019-12-21 16:57:47,"Dawn of Solace","Lead Wings","Lead Wings"
"6932",2019-12-21 16:53:02,"Dawn of Solace","Lead Wings","Lead Wings"
"6933",2019-12-21 16:52:45,"Amorphis","Wrong Direction","Queen of Time"
"6934",2019-12-21 16:47:35,"Amorphis","Wrong Direction","Queen of Time"
"6935",2019-12-21 16:43:20,"Amorphis","House of Sleep","Eclipse"
"6936",2019-12-21 16:41:53,"Amorphis","The Bee","Queen of Time"
"6937",2019-12-21 16:36:23,"Amorphis","The Bee","Queen of Time"
"6938",2019-12-21 15:12:46,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"6939",2019-12-21 05:09:38,"Eluveitie","Nantosvelta","Evocation II - Pantheon"
"6940",2019-12-21 04:48:26,"Eluveitie","Vianna","Origins"
"6941",2019-12-21 04:41:09,"Eluveitie","Quoth The Raven","Everything Remains (As It Never Was)"
"6942",2019-12-21 04:37:06,"Arch Enemy","Yesterday Is Dead and Gone - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6943",2019-12-21 04:32:50,"Arch Enemy","War Eternal","War Eternal"
"6944",2019-12-21 04:30:03,"Eluveitie","From Darkness","Origins"
"6945",2019-12-21 04:26:38,"Audioslave","I Am The Highway","Audioslave"
"6946",2019-12-21 04:26:38,"Eluveitie","Thousandfold","Everything Remains (As It Never Was)"
"6947",2019-12-21 04:21:02,"Audioslave","I Am The Highway","Audioslave"
"6948",2019-12-21 04:16:09,"Eluveitie","Ategnatos","Ategnatos"
"6949",2019-12-21 04:10:23,"Eluveitie","A Rose For Epona","Helvetios"
"6950",2019-12-21 04:06:24,"Eluveitie","The Call of the Mountains","Origins"
"6951",2019-12-21 04:00:49,"WORMWITCH","Dancing In The Ashes","Heaven That Dwells Within"
"6952",2019-12-21 03:08:29,"Cattle Decapitation","The Unerasable Past","Death Atlas"
"6953",2019-12-21 03:05:27,"Cattle Decapitation","The Unerasable Past","Death Atlas"
"6954",2019-12-21 03:01:39,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"6955",2019-12-21 02:56:26,"Sabaton","Bismarck","Bismarck"
"6956",2019-12-21 02:52:10,"Cattle Decapitation","Be Still Our Bleeding Hearts","Death Atlas"
"6957",2019-12-21 02:48:14,"Cattle Decapitation","The Geocide","Death Atlas"
"6958",2019-12-21 02:44:43,"Cattle Decapitation","The Geocide","Death Atlas"
"6959",2019-12-21 02:44:39,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"6960",2019-12-21 02:40:52,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"6961",2019-12-21 00:25:31,"Dawn of Solace","I Was Never There","The Darkness"
"6962",2019-12-21 00:09:20,"Dawn of Solace","Lead Wings","Lead Wings"
"6963",2019-12-21 00:02:27,"Dawn of Solace","I Was Never There","The Darkness"
"6964",2019-12-20 23:57:41,"Dawn of Solace","Lead Wings","Lead Wings"
"6965",2019-12-20 23:46:44,"Dawn of Solace","Lead Wings","Lead Wings"
"6966",2019-12-20 23:42:50,"Aephanemer","The Sovereign","Prokopton"
"6967",2019-12-20 23:36:57,"Insomnium","Out To The Sea","Shadows Of The Dying Sun"
"6968",2019-12-20 23:29:36,"Insomnium","Revelation","Shadows Of The Dying Sun"
"6969",2019-12-20 23:23:16,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"6970",2019-12-20 23:16:49,"Insomnium","Shadows Of The Dying Sun","Shadows Of The Dying Sun"
"6971",2019-12-20 23:14:03,"Tool","Viginti Tres","10,000 Days"
"6972",2019-12-20 23:05:08,"Tool","Right in Two","10,000 Days"
"6973",2019-12-20 22:52:53,"Tool","Rosetta Stoned","10,000 Days"
"6974",2019-12-20 22:46:12,"Tool","The Pot","10,000 Days"
"6975",2019-12-20 20:56:04,"Tool","Wings for Marie (Pt 1)","10,000 Days"
"6976",2019-12-20 20:56:03,"Tool","10,000 Days (Wings Pt 2)","10,000 Days"
"6977",2019-12-20 20:49:52,"Tool","Wings for Marie (Pt 1)","10,000 Days"
"6978",2019-12-20 20:42:24,"Tool","Jambi","10,000 Days"
"6979",2019-12-20 20:35:18,"Tool","Vicarious","10,000 Days"
"6980",2019-12-20 20:34:30,"Tool","Parabola","Lateralus"
"6981",2019-12-20 20:28:26,"Tool","Parabola","Lateralus"
"6982",2019-12-20 20:25:22,"Tool","Parabol","Lateralus"
"6983",2019-12-20 20:25:22,"Tool","Schism","Lateralus"
"6984",2019-12-20 20:18:38,"Tool","Schism","Lateralus"
"6985",2019-12-20 20:17:26,"Tool","Mantra","Lateralus"
"6986",2019-12-20 20:10:12,"Tool","The Patient","Lateralus"
"6987",2019-12-20 20:09:08,"Tool","Eon Blue Apocalypse","Lateralus"
"6988",2019-12-20 20:00:31,"Tool","The Grudge","Lateralus"
"6989",2019-12-20 06:19:40,"Insomnium","Out To The Sea","Shadows Of The Dying Sun"
"6990",2019-12-20 06:13:09,"Insomnium","Shadows Of The Dying Sun","Shadows Of The Dying Sun"
"6991",2019-12-20 06:06:07,"Eluveitie","The Call of the Mountains","Origins"
"6992",2019-12-20 06:05:25,"Sonic Syndicate","Denied","Only Inhuman - Tour Edition"
"6993",2019-12-20 06:01:30,"Sonic Syndicate","Denied","Only Inhuman - Tour Edition"
"6994",2019-12-20 05:48:17,"Harakiri for the Sky","You Are the Scars","You Are the Scars"
"6995",2019-12-20 05:43:19,"Eluveitie","Rebirth","Rebirth"
"6996",2019-12-20 02:54:34,"Aephanemer","The Sovereign","Prokopton"
"6997",2019-12-20 02:48:25,"Aephanemer","Resilience","Know Thyself"
"6998",2019-12-20 02:43:26,"Dark Tranquillity","The Grandest Accusation","We are the Void"
"6999",2019-12-20 02:38:03,"Obscura","The Seventh Aeon","Diluvium"
"7000",2019-12-20 02:33:34,"Arch Enemy","No Gods, No Masters - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"7001",2019-12-19 23:13:45,"Psycroptic","Frozen Gaze","As The Kingdom Drowns"
"7002",2019-12-19 23:09:03,"Eluveitie","Quoth The Raven","Everything Remains (As It Never Was)"
"7003",2019-12-19 23:03:57,"Eluveitie","Quoth The Raven","Everything Remains (As It Never Was)"
"7004",2019-12-19 22:58:22,"Vreid","Lifehunger","Lifehunger"
"7005",2019-12-19 21:39:47,"Eluveitie","Black Water Dawn","Ategnatos"
"7006",2019-12-19 21:21:12,"Insomnium","Drawn to Black","Above the Weeping World"
"7007",2019-12-19 21:15:48,"Eluveitie","Rebirth","Rebirth"
"7008",2019-12-19 21:10:11,"Amorphis","We Accursed","Queen of Time"
"7009",2019-12-19 21:07:55,"Eluveitie","Rebirth","Rebirth"
"7010",2019-12-19 21:02:56,"Eluveitie","Rebirth","Rebirth"
"7011",2019-12-19 20:58:03,"Eluveitie","Ategnatos","Ategnatos"
"7012",2019-12-19 20:53:17,"Eluveitie","Breathe - Live","Breathe (Live)"
"7013",2019-12-19 20:45:06,"Persefone","The Water Book","Shin-ken"
"7014",2019-12-19 20:45:06,"Persefone","The Endless Path","Shin-ken"
"7015",2019-12-19 20:42:40,"Persefone","Death Before Dishonour","Shin-ken"
"7016",2019-12-19 20:42:39,"Persefone","The Water Book","Shin-ken"
"7017",2019-12-19 20:35:28,"Persefone","Death Before Dishonour","Shin-ken"
"7018",2019-12-19 20:29:15,"Persefone","Fall to Rise","Shin-ken"
"7019",2019-12-19 20:27:57,"Persefone","The Ground Book (Intro)","Shin-ken"
"7020",2019-12-19 00:07:17,"In Flames","Only for the Weak","Clayman (Reissue 2014)"
"7021",2019-12-19 00:02:35,"Arch Enemy","War Eternal - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"7022",2019-12-19 00:02:29,"Arch Enemy","Yesterday Is Dead and Gone - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"7023",2019-12-18 23:57:52,"Arch Enemy","Yesterday Is Dead and Gone - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"7024",2019-12-18 23:55:15,"Arch Enemy","As the Pages Burn","War Eternal"
"7025",2019-12-18 23:51:00,"Arch Enemy","War Eternal","War Eternal"
"7026",2019-12-18 23:48:45,"Arch Enemy","War Eternal","War Eternal"
"7027",2019-12-18 23:44:48,"Arch Enemy","The Eagle Flies Alone - edit","Will to Power"
"7028",2019-12-18 23:40:52,"Arch Enemy","Blood in the Water","Will to Power"
"7029",2019-12-18 23:37:38,"Arch Enemy","The Race","Will to Power"
"7030",2019-12-18 23:27:52,"Cattle Decapitation","Death Atlas","Death Atlas"
"7031",2019-12-18 23:23:48,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"7032",2019-12-18 23:20:05,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"7033",2019-12-18 23:15:50,"Cattle Decapitation","Be Still Our Bleeding Hearts","Death Atlas"
"7034",2019-12-18 23:12:08,"Cattle Decapitation","The Geocide","Death Atlas"
"7035",2019-12-18 23:07:22,"Obscura","Akróasis","Akróasis"
"7036",2019-12-18 23:01:08,"Vale Of Pnath","Spectre of Bone","Accursed"
"7037",2019-12-18 22:55:29,"Vale Of Pnath","Obsidian Realm","Accursed"
"7038",2019-12-18 22:54:21,"Vale Of Pnath","Audient Void","Accursed"
"7039",2019-12-18 22:49:41,"Vale Of Pnath","Accursed","Accursed"
"7040",2019-12-18 22:45:03,"Vale Of Pnath","Skin Turned Soil","Accursed"
"7041",2019-12-18 22:34:45,"Persefone","Consciousness (Pt.2) : A Path to Enlightenment","Spiritual Migration"
"7042",2019-12-18 22:27:07,"Persefone","Inner Fullness","Spiritual Migration"
"7043",2019-12-18 22:21:24,"Persefone","Consciousness (Pt.2) : A Path to Enlightenment","Spiritual Migration"
"7044",2019-12-18 22:18:03,"Persefone","Consciousness (Pt.1) : Sitting in Silence","Spiritual Migration"
"7045",2019-12-18 22:17:57,"Persefone","Zazen Meditation","Spiritual Migration"
"7046",2019-12-18 22:14:04,"Persefone","Zazen Meditation","Spiritual Migration"
"7047",2019-12-18 22:07:37,"Persefone","The Great Reality","Spiritual Migration"
"7048",2019-12-18 22:02:56,"Persefone","Mind as Universe","Spiritual Migration"
"7049",2019-12-18 22:01:08,"Persefone","Flying Sea Dragons","Spiritual Migration"
"7050",2019-12-18 20:21:22,"Amorphis","Silver Bride","Skyforger"
"7051",2019-12-18 20:16:13,"Amorphis","Wrong Direction","Queen of Time"
"7052",2019-12-18 20:11:57,"Amorphis","House of Sleep","Eclipse"
"7053",2019-12-18 20:07:06,"Amorphis","Amongst Stars","Queen of Time"
"7054",2019-12-18 20:07:06,"Amorphis","The Bee","Queen of Time"
"7055",2019-12-18 20:01:36,"Amorphis","The Bee","Queen of Time"
"7056",2019-12-18 19:56:57,"Lamb of God","Requiem","Sacrament"
"7057",2019-12-18 19:56:38,"Lamb of God","Blacken The Cursed Sun","Sacrament"
"7058",2019-12-18 19:46:26,"Lamb of God","Blacken The Cursed Sun","Sacrament"
"7059",2019-12-18 19:42:51,"Lamb of God","Descending","Sacrament"
"7060",2019-12-18 19:39:37,"Lamb of God","Foot to the Throat","Sacrament"
"7061",2019-12-18 19:35:06,"Lamb of God","Pathetic","Sacrament"
"7062",2019-12-18 19:31:25,"Lamb of God","Redneck","Sacrament"
"7063",2019-12-18 19:31:25,"Lamb of God","Again We Rise","Sacrament"
"7064",2019-12-18 19:26:55,"Lamb of God","Again We Rise","Sacrament"
"7065",2019-12-18 19:21:44,"Lamb of God","Walk With Me In Hell","Sacrament"
"7066",2019-12-18 04:34:10,"Pantera","Cowboys from Hell","Cowboys From Hell"
"7067",2019-12-18 04:24:58,"Iron Maiden","If Eternity Should Fail","The Book of Souls"
"7068",2019-12-18 04:21:34,"Aephanemer","Snowblind","Prokopton"
"7069",2019-12-18 04:16:44,"Aephanemer","Prokopton","Prokopton"
"7070",2019-12-18 04:16:44,"Aephanemer","The Sovereign","Prokopton"
"7071",2019-12-18 04:11:31,"Aephanemer","Prokopton","Prokopton"
"7072",2019-12-17 23:01:53,"Amon Amarth","War of the Gods","Surtur Rising"
"7073",2019-12-17 23:01:53,"Arch Enemy","War Eternal","War Eternal"
"7074",2019-12-17 22:57:20,"Amon Amarth","War of the Gods","Surtur Rising"
"7075",2019-12-17 22:52:52,"Korpiklaani","Lempo","Lempo"
"7076",2019-12-17 22:48:16,"Aephanemer","Snowblind","Prokopton"
"7077",2019-12-17 22:42:59,"Aephanemer","The Sovereign","Prokopton"
"7078",2019-12-17 22:37:47,"Aephanemer","Prokopton","Prokopton"
"7079",2019-12-17 22:28:00,"Harakiri for the Sky","Tomb Omnia","Arson"
"7080",2019-12-17 22:18:12,"Harakiri for the Sky","Heroin Waltz","Arson"
"7081",2019-12-17 22:07:36,"Harakiri for the Sky","You Are the Scars","Arson"
"7082",2019-12-17 21:57:32,"Harakiri for the Sky","The Graves We've Dug","Arson"
"7083",2019-12-17 21:48:25,"Harakiri for the Sky","Fire, Walk with Me","Arson"
"7084",2019-12-17 20:53:22,"Pink Floyd","Money","The Dark Side of the Moon"
"7085",2019-12-17 20:47:00,"Pink Floyd","Comfortably Numb","The Wall"
"7086",2019-12-17 20:41:26,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"7087",2019-12-17 02:25:54,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"7088",2019-12-17 02:21:54,"Cattle Decapitation","Bring Back the Plague","Death Atlas"
"7089",2019-12-17 02:18:08,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"7090",2019-12-17 02:07:24,"Harakiri for the Sky","You Are the Scars","You Are the Scars"
"7091",2019-12-17 02:04:18,"Sabaton","Bismarck","Bismarck"
"7092",2019-12-17 02:00:52,"Sabaton","Resist and Bite","Heroes"
"7093",2019-12-17 01:57:56,"Sabaton","Resist and Bite","Heroes"
"7094",2019-12-17 01:52:37,"Harakiri for the Sky","You Are the Scars","You Are the Scars"
"7095",2019-12-17 01:45:38,"Pink Floyd","Time","The Dark Side of the Moon"
"7096",2019-12-17 01:39:02,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"7097",2019-12-17 01:39:02,"Pink Floyd","Comfortably Numb","The Wall"
"7098",2019-12-17 01:33:28,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"7099",2019-12-17 01:23:59,"Korpiklaani","A Man With A Plan","A Man with a Plan"
"7100",2019-12-17 01:18:23,"Korpiklaani","Lempo","Lempo"
"7101",2019-12-17 01:15:24,"Korpiklaani","Vodka","Karkelo"
"7102",2019-12-17 01:06:41,"Iron Maiden","If Eternity Should Fail","The Book of Souls"
"7103",2019-12-17 01:02:16,"Aephanemer","Snowblind","Prokopton"
"7104",2019-12-17 00:46:41,"Aephanemer","The Sovereign","Prokopton"
"7105",2019-12-17 00:41:29,"Aephanemer","Prokopton","Prokopton"
"7106",2019-12-17 00:37:43,"Eluveitie","The Call of the Mountains","Origins"
"7107",2019-12-16 20:30:23,"Eluveitie","The Call of the Mountains","Origins"
"7108",2019-12-16 20:25:19,"Eluveitie","The Call of the Mountains","Origins"
"7109",2019-12-16 20:18:26,"Harakiri for the Sky","Heroin Waltz","Arson"
"7110",2019-12-16 20:09:28,"Harakiri for the Sky","Funeral Dreams","III:Trauma"
"7111",2019-12-16 19:59:35,"Harakiri for the Sky","The Traces We Leave","III:Trauma"
"7112",2019-12-16 19:50:27,"Harakiri for the Sky","Fire, Walk with Me","Arson"
"7113",2019-12-16 19:46:39,"Sabaton","Bismarck","Bismarck"
"7114",2019-12-16 19:43:13,"Sabaton","Resist and Bite","Heroes"
"7115",2019-12-16 19:06:30,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"7116",2019-12-16 18:57:04,"Children of Bodom","Morrigan","I Worship Chaos"
"7117",2019-12-16 18:53:01,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"7118",2019-12-16 18:47:35,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"7119",2019-12-16 05:13:34,"Sabaton","Bismarck","Bismarck"
"7120",2019-12-15 20:02:40,"Sabaton","Resist and Bite","Heroes"
"7121",2019-12-15 19:59:30,"Sabaton","Resist and Bite","Heroes"
"7122",2019-12-15 19:59:30,"Harakiri for the Sky","You Are the Scars","You Are the Scars"
"7123",2019-12-15 19:48:54,"Harakiri for the Sky","You Are the Scars","You Are the Scars"
"7124",2019-12-15 19:45:45,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"7125",2019-12-15 19:40:12,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"7126",2019-12-14 20:43:55,"Sabaton","Bismarck","Bismarck"
"7127",2019-12-14 20:39:15,"Sabaton","Resist and Bite","Heroes"
"7128",2019-12-14 20:36:11,"Sabaton","Bismarck","Bismarck"
"7129",2019-12-14 20:32:45,"Sabaton","Resist and Bite","Heroes"
"7130",2019-12-14 20:29:32,"Sabaton","Resist and Bite","Heroes"
"7131",2019-12-14 20:29:32,"Harakiri for the Sky","You Are the Scars","You Are the Scars"
"7132",2019-12-14 20:18:56,"Harakiri for the Sky","You Are the Scars","You Are the Scars"
"7133",2019-12-14 20:10:52,"Pink Floyd","Time","The Dark Side of the Moon"
"7134",2019-12-14 20:06:56,"Pink Floyd","Brain Damage","The Dark Side of the Moon"
"7135",2019-12-14 20:06:32,"Pink Floyd","Breathe (In The Air)","The Dark Side of the Moon"
"7136",2019-12-14 20:03:42,"Pink Floyd","Breathe (In The Air)","The Dark Side of the Moon"
"7137",2019-12-14 19:56:50,"Pink Floyd","Time","The Dark Side of the Moon"
"7138",2019-12-14 19:50:19,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"7139",2019-12-14 19:50:19,"Pink Floyd","Comfortably Numb","The Wall"
"7140",2019-12-14 01:34:51,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"7141",2019-12-14 01:27:50,"Pink Floyd","Time","The Dark Side of the Moon"
"7142",2019-12-14 01:04:30,"Pink Floyd","Time","The Dark Side of the Moon"
"7143",2019-12-14 00:56:40,"Pink Floyd","Money","The Dark Side of the Moon"
"7144",2019-12-14 00:50:17,"Pink Floyd","Comfortably Numb","The Wall"
"7145",2019-12-14 00:44:44,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"7146",2019-12-13 22:34:40,"Harakiri for the Sky","Calling the rain","III:Trauma"
"7147",2019-12-13 22:29:27,"Harakiri for the Sky","Manifesto","Arson"
"7148",2019-12-13 22:18:01,"Harakiri for the Sky","The Traces We Leave","III:Trauma"
"7149",2019-12-13 22:08:54,"Harakiri for the Sky","Fire, Walk with Me","Arson"
"7150",2019-12-13 22:04:59,"Gatecreeper","Stronghold","Sonoran Depravation"
"7151",2019-12-13 22:00:01,"Accept","Koolaid","The Rise Of Chaos"
"7152",2019-12-13 20:00:01,"Beyond Creation","Omnipresent Perception","The Aura"
"7153",2019-12-13 20:00:01,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"7154",2019-12-13 19:56:13,"Norther","Nothing","Death Unlimited"
"7155",2019-12-13 19:56:13,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
